"N_subj","N_obs","cell_1","cell_2","cell_3","cell_4","alpha","beta1","beta2","beta3","run","model_grand_mean","model_beta1","model_beta3","model_beta3_se","singular","conv_error","BF_GM","BF_GM_cat","BF_ME","BF_ME_cat"
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,8,0.0352846119832655,-0.0309661102577759,0.197126106419752,0.201586143120184,"N","N",1.24588373461178,5,1.11754950482516,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,9,-0.0283649666430846,0.190459131856929,0.417009352279735,0.164926643805854,"N","N",2.10525397900969,5,7.89374844217954,6
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,10,0.0474946951122702,0.149363943250733,0.358373720591303,0.179221939232528,"N","N",2.25892125844771,5,3.13265518977565,6
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,11,0.116226937946525,0.248416148687745,0.742682799107998,0.170949437142136,"N","N",540.319909144668,9,686.574449118683,9
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,12,0.0635745577816428,0.140031601056655,0.468658786237442,0.193298891705819,"N","N",3.68313221762534,6,4.11523950288423,6
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,13,0.0990567199413416,0.00676110012386397,0.22963800719426,0.186980935823601,"N","N",1.66401110547994,5,1.03567014070941,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,14,0.0316190522575367,0.0718121375443717,0.122017688712451,0.185403450868707,"N","N",1.1311992359807,5,1.13971718751432,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,15,0.116382627311041,0.146010648062984,0.173378730546561,0.191979820788844,"N","N",1.22841280599838,5,1.30758640395619,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,16,0.0764714390671353,0.172389280360059,0.754351366701132,0.193040123171834,"N","N",29.615800574912,7,44.0261236622028,8
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,17,0.132571847824361,0.166037023973503,0.382309269557983,0.173538622401915,"N","N",5.80286686581276,6,4.30759911829214,6
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,18,0.0376466476889363,0.131075892496503,0.495231002630108,0.18132081047063,"N","N",2.72202493783561,5,5.50203671194203,6
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,19,0.0684724770333759,0.212021366193891,0.0793264608636543,0.174027778111103,"N","N",0.999214089923549,5,0.860727307173096,5
200,20,0,0,0,0.3,0.075,0.15,0.15,0.3,20,0.0506264172039767,0.0840821698076304,0.182462575704781,0.181183211930561,"N","N",1.35527167466422,5,1.31887080226732,5
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,1,0.153527538155906,0.281856475426363,0.531742817553442,0.177103913304691,"N","N",29.331755625365,7,26.8417817047186,7
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,2,0.0882004595635617,0.306844046137562,0.147328843638328,0.177250102660352,"N","N",1.21364778553603,5,0.9904877815815,5
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,3,0.13043798457255,0.218004703987945,0.212082218336063,0.173919902087997,"N","N",1.5693912539018,5,1.62891148220808,5
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,4,0.120217694399776,0.206586551368964,0.583002598721413,0.198783407309534,"N","N",16.1714714783027,7,12.737110759494,7
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,5,0.0918025956799455,0.184049374381254,0.562824568817334,0.16991192848426,"N","N",25.9442235486603,7,25.9832957473094,7
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,6,-0.00301230371926573,0.197566370074816,-0.0383124910668366,0.183259770932141,"N","N",0.993993794045083,5,0.603485267987887,5
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,7,0.185284075930244,0.265649845740719,0.578954764665979,0.176180083771828,"N","N",69.9799632007078,8,46.9496129404169,8
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,8,0.122838272794691,0.212314779614755,0.697993014751838,0.18308796925037,"N","N",127.898075115032,9,84.3346605255386,8
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,9,0.0575649493329698,0.233622562475006,0.683712955723834,0.167847380075316,"N","N",23.1554164836826,7,278.055404348851,9
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,10,0.0727305498264283,0.0945903307350935,0.328831139978074,0.16927817336112,"N","N",3.0292587175862,6,2.26820303295586,5
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,11,0.0628127627104571,0.193488571200931,0.343717054617626,0.169664310223111,"N","N",2.94139399787472,5,3.932125382639,6
200,20,0,0,0,0.4,0.1,0.2,0.2,0.4,12,0.0233453285243668,0.0170341194814645,0.247103329668305,0.189668112576784,"N","N",1.26901842737781,5,1.09599988235982,5
