"N_subj","N_obs","cell_1","cell_2","cell_3","cell_4","alpha","beta1","beta2","beta3","run","model_grand_mean","model_beta1","model_beta3","model_beta3_se","singular","conv_error","BF_GM","BF_GM_cat","BF_ME","BF_ME_cat"
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,13,0.115899359121582,1.28460278038418,0.866718024911429,0.322274614761886,"N","N",5.25593191787131,6,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,14,0.201629673098553,1.28460278038418,1.00508315374616,0.426268974852186,"N","N",5.12422957084046,6,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,15,0.203602776159812,1.28460278038418,0.604088180428692,0.473379572634211,"N","N",1.70779419807936,5,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,16,0.340888051409253,1.28460278038418,0.894188880282181,0.428202882732752,"N","N",4.89244095249012,6,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,17,0.0274054996532691,1.28460278038418,0.934424122288619,0.35108540546172,"N","N",1.41652813831511,5,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,18,0.0865294434837976,1.28460278038418,1.4147502743952,0.467626559719208,"N","N",2.78071900811445,5,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,19,0.1138777336408,1.28460278038418,0.843975897227596,0.441490007450416,"N","N",2.1105902291774,5,"skip",NA
40,20,0.5,0,0,0.3,0.2,-0.1,-0.1,0.8,20,0.260995425819745,1.28460278038418,1.13237468634102,0.460304522722782,"N","N",7.03330185874387,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,1,0.143942267080343,1.28460278038418,0.942414249638145,0.415292772421798,"N","N",3.42425138215517,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,2,0.230771222662838,1.28460278038418,0.75051639000468,0.393545889592882,"N","N",3.45110142538037,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,3,0.150378792875012,1.28460278038418,1.1608284334315,0.313250885383159,"N","N",38.5866788322057,8,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,4,0.230831841021482,1.28460278038418,0.839023483630287,0.347285000561702,"N","N",7.53180408982604,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,5,0.103808990858577,1.28460278038418,1.13862018338361,0.340075417601244,"N","N",7.48962139880057,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,6,0.199085155807382,1.28460278038418,0.716755462478109,0.34938673181795,"N","N",4.05850373335199,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,7,0.149166899181733,1.28460278038418,0.707683215658375,0.364661169904758,"N","N",2.93653617879602,5,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,8,0.318785683325156,1.28460278038418,0.784642393117393,0.356243666986754,"N","N",6.01610999692354,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,9,0.209406240752793,1.28460278038418,1.30790540701254,0.412307347983836,"N","N",17.8119229603379,7,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,10,0.108646383705747,1.28460278038418,0.723976260544195,0.332498195525699,"N","N",3.00182201387957,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,11,0.160761649490217,1.28460278038418,0.679111177694197,0.351732665086906,"N","N",3.12053271736587,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,12,0.390808495421491,1.28460278038418,0.922642446976046,0.479434081357282,"N","N",3.80746001273706,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,13,0.316446870277965,1.28460278038418,1.65136632053273,0.421321283701705,"N","N",227.406294797296,9,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,14,0.148038169170853,1.28460278038418,0.793233764800637,0.487142536691432,"N","N",1.95981334440247,5,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,15,0.32342646310345,1.28460278038418,0.54857028797706,0.460023520241771,"N","N",1.55199154795511,5,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,16,-0.0435573889392669,1.28460278038418,1.14264548083274,0.411037877872972,"N","N",1.65689301177912,5,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,17,0.161486168766885,1.28460278038418,1.38186476145952,0.436431718449158,"N","N",9.20780747992778,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,18,0.144978975110917,1.28460278038418,0.962680301724322,0.339943337694731,"N","N",7.97751231502221,6,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,19,0.0484325234701186,1.28460278038418,1.04265650121059,0.432243369354242,"N","N",1.57129232809806,5,"skip",NA
40,20,0.5,0,0,0.4,0.225,-0.05,-0.05,0.9,20,0.360181548156607,1.28460278038418,1.09816115331122,0.422596093117518,"N","N",12.2978319049062,7,"skip",NA
40,20,0.5,0,0,0.5,0.25,0,0,1,1,0.336640263899425,-0.07404055047567,1.12971777437809,0.429936082328716,"N","N",12.3573439660169,7,"1.46245115509948",5
40,20,0.5,0,0,0.5,0.25,0,0,1,2,0.239570671104672,0.0401537297016943,1.33666087796234,0.341017162537672,"N","N",190.250799874428,9,"1.49190369666795",5
40,20,0.5,0,0,0.5,0.25,0,0,1,3,0.274256979205881,-0.296536807429858,0.953465896313972,0.480951339344518,"N","N",3.73778654404008,6,"2.4919968195135",5
40,20,0.5,0,0,0.5,0.25,0,0,1,4,0.25704895285907,0.0441299086052504,0.994846087519531,0.504926918177036,"N","N",3.46805481235739,6,"1.14837189057389",5
40,20,0.5,0,0,0.5,0.25,0,0,1,5,0.285490682749816,0.287938494096283,0.951047562397561,0.470288299290639,"N","N",4.03865392856936,6,"2.54840220801177",5
40,20,0.5,0,0,0.5,0.25,0,0,1,6,0.149477654090598,0.120156797150852,0.872862559721707,0.428888932955165,"N","N",2.83837431001939,5,"1.58760738095957",5
40,20,0.5,0,0,0.5,0.25,0,0,1,7,0.281069411770938,0.204868976907034,1.09743126685785,0.389080855421932,"Y","N",16.6187494970796,7,"3.80593374258031",6
40,20,0.5,0,0,0.5,0.25,0,0,1,8,0.268448843324246,0.3043431639446,1.2016673145542,0.339441021023292,"Y","N",93.6899132060838,8,"24.1314532491073",7
40,20,0.5,0,0,0.5,0.25,0,0,1,9,0.169316625923205,0.103855946690887,0.633946034904768,0.413825882575034,"N","N",2.06454983283352,5,"1.34140537321399",5
40,20,0.5,0,0,0.5,0.25,0,0,1,10,0.299498158122783,-0.181683406477728,0.875378951603059,0.331277289316367,"Y","N",13.854710895491,7,"3.52545982474099",6
40,20,0.5,0,0,0.5,0.25,0,0,1,11,0.301708172996669,-0.323191502946449,1.5848730835229,0.446340495624012,"N","N",69.9611886873564,8,"13.8752827949024",7
40,20,0.5,0,0,0.5,0.25,0,0,1,12,0.1568238927184,0.135956768489582,1.34521539910068,0.381261670231426,"N","N",18.7757001804175,7,"3.34869623748609",6
40,20,0.5,0,0,0.5,0.25,0,0,1,13,0.268076365305927,-0.0454746890407639,0.606322481132877,0.428724531532419,"N","N",1.98721010613284,5,"1.12453873954299",5
40,20,0.5,0,0,0.5,0.25,0,0,1,14,0.168877410911878,0.224617541678217,1.47944805679841,0.402996112953039,"N","N",24.5365836101281,7,"8.32454086811279",6
40,20,0.5,0,0,0.5,0.25,0,0,1,15,0.268266564638856,0.0191483703833868,0.825841938326557,0.337704420730518,"N","N",8.87991994433862,6,"1.11876087663754",5
40,20,0.5,0,0,0.5,0.25,0,0,1,16,0.0404366277198782,-0.234355445685668,1.61231586854263,0.476176424025981,"N","N",1.65605457350032,5,"5.1256012563415",6
40,20,0.5,0,0,0.5,0.25,0,0,1,17,0.0482201637477195,-0.0966736083950555,1.19850136384166,0.340852067386405,"N","N",2.53113718738479,5,"2.53141897941152",5
40,20,0.5,0,0,0.5,0.25,0,0,1,18,0.245440735437111,-0.137055770267718,2.06105477652547,0.47782573905385,"N","N",165.116201170779,9,"3.4375542415155",6
40,20,0.5,0,0,0.5,0.25,0,0,1,19,0.171848236121027,0.263610160839784,0.199863787694516,0.387386049039649,"Y","N",1.00571548679083,5,"1.05912301676654",5
40,20,0.5,0,0,0.5,0.25,0,0,1,20,0.189374568692125,-0.0243669154484741,1.05407474070869,0.479971179052473,"N","N",3.61173414308727,6,"1.09420825242586",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,1,0.166728026172216,0.0840758105251542,0.244095701227406,0.324663356533846,"N","N",1.13738967939964,5,"1.13247187496897",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,2,0.199204341673993,-0.0881620709773272,0.66805920074453,0.406126769365591,"N","N",2.42355628155681,5,"1.32135694381814",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,3,0.258150515829443,0.276994160042602,1.92726371428434,0.374876115939191,"N","N",6745.55723851551,9,"171.268499404922",9
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,4,0.321665624413668,0.420722469325264,1.04709513268311,0.410906837097434,"N","N",10.6506611506654,7,"7.12291077407201",6
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,5,0.29369338594913,0.0938836951366896,1.10201012902586,0.397208026508462,"N","N",15.574310749721,7,"1.76007079582593",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,6,0.140424730720258,0.177158049002641,1.21479183553787,0.329897747715695,"Y","N",26.0250760615508,7,"7.69557594413916",6
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,7,0.353319073999926,0.0601176291172376,0.813079355900267,0.377223993354223,"N","N",5.58713928047322,6,"1.32316253015272",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,8,0.297652223231537,0.159162711190743,1.23620206740083,0.398043564238987,"N","N",30.9293073112966,8,"3.15672451503601",6
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,9,0.281448130195656,0.306497744682604,0.498481682698558,0.356479056970672,"N","N",1.89664139812508,5,"1.88375841136677",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,10,0.328087776514911,0.132580442160665,0.989442963020393,0.364506349520046,"N","N",16.1061738066412,7,"2.37700117921725",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,11,0.276589748329985,0.0240829013518393,1.35646471811612,0.375297642199378,"N","N",98.0540187459204,8,"1.21224133489392",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,12,0.289906379871216,-0.0346517000516269,1.59528554641912,0.357533199840559,"Y","N",1420.18571572448,9,"1.4547788445325",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,13,0.237297142569132,0.22492651800705,1.03180182644622,0.365286818127283,"Y","N",14.7775811834371,7,"4.75354450643989",6
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,14,0.221644617003268,0.166452526490754,1.08289801263973,0.386239432833835,"N","N",12.0804539223859,7,"2.94917538166956",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,15,0.136778099365425,0.0355547789056268,0.550304206886619,0.336912045634353,"N","N",2.23549356972996,5,"1.1468481327218",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,16,0.398992308761978,-0.109097338501864,1.53114467014762,0.352423978147558,"N","N",2178.07490846106,9,"3.93328110317213",6
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,17,0.270678757958222,0.0213352107308234,1.46387081216838,0.538027019148516,"N","N",8.84803465747177,6,"1.09150505659391",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,18,0.284866332064129,-0.00267258575628451,1.60940747754458,0.407595530003531,"N","N",202.205758007455,9,"1.02101685641631",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,19,0.14795129057057,0.0257592401872816,1.0974419612145,0.369103614880586,"N","N",8.53455474508767,6,"1.18593678357689",5
40,20,0.5,0,0,0.6,0.275,0.05,0.05,1.1,20,0.267146641790653,-0.282891961754886,1.58558977633454,0.355595344126714,"N","N",1090.14090666895,9,"73.7215319502058",8
40,20,0.5,0,0,0.7,0.3,0.1,0.1,1.2,1,0.311573065804291,-0.0576954601789128,0.916229837516713,0.394323856495868,"N","N",7.18024133527462,6,"1.32223635170574",5
40,20,0.5,0,0,0.7,0.3,0.1,0.1,1.2,2,0.473215935031445,0.366847608262055,1.39060209961798,0.439363755108276,"N","N",51.8718915861782,8,"11.7379542229273",7
40,20,0.5,0,0,0.7,0.3,0.1,0.1,1.2,3,0.414078702519138,0.242466268867606,1.40138988156829,0.387759673915388,"N","N",180.030141707213,9,"10.3565595984796",7
40,20,0.5,0,0,0.7,0.3,0.1,0.1,1.2,4,0.283914137629744,0.0657446381553588,1.43630791066024,0.417977674204955,"N","N",54.5270560632515,8,"1.60122212272625",5
40,20,0.5,0,0,0.7,0.3,0.1,0.1,1.2,5,0.419196682890681,-0.145364517655246,0.797156547322875,0.369277457453043,"N","N",5.52851055950937,6,"1.99614213281824",5
40,20,0.5,0,0,0.7,0.3,0.1,0.1,1.2,6,0.397436022376673,0.0697856317245126,1.26181494042053,0.455700598545693,"N","N",17.6352861292317,7,"1.43072971537083",5
40,20,0.5,0,0,0.7,0.3,0.1,0.1,1.2,7,0.245263215980723,0.530685920491138,0.914361435775832,0.347239914330048,"N","N",11.4736286329171,7,"12.2601928784035",7
40,20,0.5,0,0,0.7,0.3,0.1,0.1,1.2,8,0.334522263848421,0.263057294885513,0.987633013762327,0.370514159713989,"N","N",14.5735329259944,7,"5.04257898260028",6
40,20,0.5,0,0,0.7,0.3,0.1,0.1,1.2,9,0.489655289485758,0.0889602231432554,1.92302178609484,0.357167555998858,"N","N",246877.531322353,9,"4.08214833070309",6
40,20,0.5,0,0,0.7,0.3,0.1,0.1,1.2,10,0.283714790080068,-0.266828645036254,1.39401700896685,0.412748799572597,"N","N",48.9698584210353,8,"8.73576094450809",6
